  -0.662912607360938E-001  -0.441941738240625E-001   0.441941738240625E-001
   0.220970869120313E-001  -0.220970869120313E-001  -0.220970869120312E-001
  -0.154679608384219        0.110485434560156E-001  -0.110485434560156E-001
  -0.154679608384219        0.662912607360937E-001  -0.662912607360938E-001
  -0.220970869120313E-001   0.132582521472188       -0.132582521472188     
  -0.441941738240625E-001   0.441941738240625E-001  -0.662912607360938E-001
   0.154679608384219        0.220970869120312E-001   0.662912607360938E-001
   0.441941738240625E-001   0.441941738240625E-001  -0.220970869120313E-001
  -0.220970869120313E-001   0.220970869120312E-001  -0.154679608384219     
  -0.110485434560156E-001  -0.110485434560156E-001   0.240234375000000     
  -0.117187500000000        0.175781250000000E-001   0.117187500000000     
   0.937500000000000E-001  -0.234375000000000E-001   0.175781250000000E-001
   0.234375000000000E-001   0.585937500000000E-002   0.117187500000000     
  -0.343750000000000        0.390625000000000E-001  -0.937500000000000E-001
  -0.125000000000000       -0.312500000000000E-001  -0.234375000000000E-001
  -0.312500000000000E-001  -0.781250000000000E-002   0.175781250000000E-001
  -0.390625000000000E-001   0.683593750000000E-001  -0.234375000000000E-001
   0.312500000000000E-001   0.546875000000000E-001   0.585937500000000E-002
   0.781250000000000E-002   0.195312500000000E-002   0.437500000000000     
  -0.312500000000000E-001   0.625000000000000E-001   0.312500000000000E-001
   0.312500000000000E-001  -0.109375000000000       -0.312500000000000E-001
  -0.156250000000000E-001   0.800781250000000E-001  -0.175781250000000E-001
   0.390625000000000E-001   0.234375000000000E-001   0.585937500000000E-002
  -0.585937500000000E-002   0.390625000000000E-001  -0.390625000000000E-001
  -0.312500000000000E-001   0.312500000000000E-001  -0.781250000000000E-002
   0.781250000000000E-002   0.585937500000000E-002  -0.683593750000000E-001
  -0.781250000000000E-002  -0.546875000000000E-001   0.195312500000000E-002
  -0.195312500000000E-002   0.312500000000000E-001  -0.312500000000000E-001
   0.109375000000000        0.156250000000000E-001   0.546875000000000E-001
  -0.781250000000000E-002  -0.312500000000000E-001   0.312500000000000E-001
  -0.234375000000000E-001  -0.234375000000000E-001  -0.312500000000000E-001
  -0.312500000000000E-001   0.312500000000000E-001   0.312500000000000E-001
  -0.234375000000000E-001   0.390625000000000E-001   0.312500000000000E-001
  -0.312500000000000E-001  -0.781250000000000E-002  -0.781250000000000E-002
   0.625000000000000E-001  -0.625000000000000E-001  -0.312500000000000E-001
   0.312500000000000E-001  -0.552427172800781E-001   0.331456303680469E-001
  -0.165728151840234E-001  -0.165728151840234E-001   0.441941738240625E-001
   0.441941738240625E-001   0.220970869120313E-001   0.220970869120313E-001
   0.110485434560156E-001  -0.773398041921094E-001  -0.552427172800781E-002
  -0.552427172800781E-002   0.110485434560156       -0.220970869120313E-001
   0.220970869120313E-001   0.662912607360938E-001   0.331456303680469E-001
  -0.773398041921094E-001  -0.110485434560156E-001  -0.331456303680469E-001
   0.165728151840234       -0.331456303680469E-001   0.497184455520703E-001
   0.165728151840234E-001  -0.132582521472188       -0.441941738240625E-001
  -0.662912607360938E-001  -0.220970869120313E-001  -0.331456303680469E-001
   0.773398041921094E-001   0.165728151840234E-001   0.552427172800781E-002
   0.331456303680469       -0.220970869120312E-001   0.662912607360938E-001
   0.662912607360938E-001   0.994368911041406E-001  -0.773398041921094E-001
  -0.331456303680469E-001  -0.331456303680469E-001   0.828640759201172E-001
  -0.248592227760352E-001  -0.662912607360938E-001   0.331456303680469E-001
  -0.165728151840234E-001  -0.828640759201172E-002   0.243067956032344     
  -0.552427172800781E-001   0.883883476481250E-001   0.441941738240625E-001
   0.220970869120313E-001   0.110485434560156E-001   0.276213586400391E-001
  -0.966747552401367E-001  -0.220970869120312E-001  -0.773398041921094E-001
  -0.552427172800781E-002  -0.276213586400391E-002   0.309359216768438     
  -0.441941738240625E-001   0.441941738240625E-001   0.441941738240625E-001
   0.220970869120313E-001  -0.154679608384219       -0.220970869120313E-001
  -0.220970869120313E-001   0.240234375000000        0.117187500000000     
   0.175781250000000E-001   0.117187500000000       -0.937500000000000E-001
  -0.234375000000000E-001   0.175781250000000E-001  -0.234375000000000E-001
   0.585937500000000E-002   0.117187500000000        0.343750000000000     
   0.390625000000000E-001  -0.937500000000000E-001   0.125000000000000     
  -0.312500000000000E-001  -0.234375000000000E-001   0.312500000000000E-001
  -0.781250000000000E-002   0.175781250000000E-001   0.390625000000000E-001
   0.683593750000000E-001  -0.234375000000000E-001  -0.312500000000000E-001
   0.546875000000000E-001   0.585937500000000E-002  -0.781250000000000E-002
   0.195312500000000E-002  -0.437500000000000       -0.312500000000000E-001
  -0.625000000000000E-001   0.312500000000000E-001  -0.312500000000000E-001
  -0.109375000000000        0.312500000000000E-001  -0.156250000000000E-001
   0.546875000000000E-001   0.781250000000000E-002  -0.312500000000000E-001
  -0.312500000000000E-001  -0.234375000000000E-001   0.234375000000000E-001
  -0.312500000000000E-001   0.312500000000000E-001   0.312500000000000E-001
  -0.312500000000000E-001  -0.234375000000000E-001  -0.390625000000000E-001
   0.312500000000000E-001   0.312500000000000E-001  -0.781250000000000E-002
   0.781250000000000E-002  -0.625000000000000E-001   0.625000000000000E-001
   0.312500000000000E-001  -0.312500000000000E-001  -0.165728151840234     
  -0.331456303680469E-001  -0.497184455520703E-001   0.165728151840234E-001
   0.132582521472188       -0.441941738240625E-001   0.662912607360938E-001
  -0.220970869120313E-001   0.331456303680469E-001   0.773398041921094E-001
  -0.165728151840234E-001   0.552427172800781E-002   0.331456303680469     
   0.220970869120312E-001   0.662912607360938E-001  -0.662912607360938E-001
   0.994368911041406E-001   0.773398041921094E-001  -0.331456303680469E-001
   0.331456303680469E-001   0.552427172800781E-001   0.331456303680469E-001
   0.165728151840234E-001  -0.165728151840234E-001  -0.441941738240625E-001
   0.441941738240625E-001  -0.220970869120313E-001   0.220970869120313E-001
  -0.110485434560156E-001  -0.773398041921094E-001   0.552427172800781E-002
  -0.552427172800781E-002   0.110485434560156        0.220970869120313E-001
   0.220970869120313E-001  -0.662912607360938E-001   0.331456303680469E-001
   0.773398041921094E-001  -0.110485434560156E-001   0.331456303680469E-001
   0.828640759201172E-001   0.248592227760352E-001  -0.662912607360938E-001
  -0.331456303680469E-001  -0.165728151840234E-001   0.828640759201172E-002
   0.243067956032344        0.552427172800781E-001   0.883883476481250E-001
  -0.441941738240625E-001   0.220970869120313E-001  -0.110485434560156E-001
   0.276213586400391E-001   0.966747552401367E-001  -0.220970869120313E-001
   0.773398041921094E-001  -0.552427172800781E-002   0.276213586400391E-002
   0.309359216768438        0.441941738240625E-001   0.441941738240625E-001
  -0.441941738240625E-001   0.220970869120313E-001   0.154679608384219     
  -0.220970869120313E-001   0.220970869120313E-001   0.140625000000000     
  -0.187500000000000        0.468750000000000E-001  -0.187500000000000     
   0.250000000000000       -0.625000000000000E-001   0.468750000000000E-001
  -0.625000000000000E-001   0.156250000000000E-001  -0.132582521472188     
   0.662912607360938E-001   0.176776695296250       -0.883883476481250E-001
  -0.441941738240625E-001   0.220970869120313E-001   0.265165042944375     
  -0.883883476481250E-001  -0.132582521472188        0.441941738240625E-001
   0.132582521472188       -0.662912607360938E-001  -0.176776695296250     
   0.883883476481250E-001   0.441941738240625E-001  -0.220970869120313E-001
   0.265165042944375       -0.883883476481250E-001  -0.132582521472188     
   0.441941738240625E-001   0.110485434560156E-001  -0.441941738240625E-001
   0.331456303680469E-001   0.441941738240625E-001  -0.441941738240625E-001
  -0.552427172800781E-001   0.441941738240625E-001   0.110485434560156E-001
   0.883883476481250E-001  -0.883883476481250E-001  -0.441941738240625E-001
   0.441941738240625E-001   0.109374999999521        0.156249999999316E-001
  -0.624999999997264E-001  -0.624999999997264E-001  -0.468749999997948E-001
   0.468749999997948E-001  -0.624999999997264E-001   0.624999999997264E-001
   0.624999999997264E-001  -0.624999999997264E-001  -0.468749999997948E-001
  -0.781249999996581E-001   0.624999999997264E-001   0.624999999997264E-001
  -0.156249999999316E-001   0.156249999999316E-001  -0.124999999999453     
   0.124999999999453        0.624999999997264E-001  -0.624999999997264E-001
   0.156249999999316E-001  -0.624999999997264E-001   0.468749999997948E-001
   0.624999999997264E-001  -0.624999999997264E-001  -0.781249999996581E-001
   0.624999999997264E-001   0.156249999999316E-001   0.124999999999453     
  -0.124999999999453       -0.624999999997264E-001   0.624999999997264E-001
   0.781249999996581E-001   0.468749999997948E-001   0.234374999998974E-001
  -0.234374999998974E-001  -0.624999999997264E-001   0.624999999997264E-001
  -0.312499999998632E-001   0.312499999998632E-001  -0.156249999999316E-001
  -0.109374999999521        0.781249999996581E-002  -0.781249999996581E-002
   0.156249999999316        0.312499999998632E-001   0.312499999998632E-001
  -0.937499999995897E-001   0.468749999997948E-001   0.109374999999521     
  -0.156249999999316E-001   0.468749999997948E-001   0.109374999999521     
  -0.156249999999316E-001  -0.624999999997264E-001   0.624999999997264E-001
  -0.468749999997948E-001  -0.468749999997948E-001  -0.624999999997264E-001
  -0.624999999997264E-001   0.624999999997264E-001   0.624999999997264E-001
  -0.468749999997948E-001   0.781249999996581E-001   0.624999999997264E-001
  -0.624999999997264E-001  -0.156249999999316E-001  -0.156249999999316E-001
   0.124999999999453       -0.124999999999453       -0.624999999997264E-001
   0.624999999997264E-001  -0.781249999996581E-001   0.468749999997948E-001
  -0.234374999998974E-001  -0.234374999998974E-001   0.624999999997264E-001
   0.624999999997264E-001   0.312499999998632E-001   0.312499999998632E-001
   0.156249999999316E-001  -0.109374999999521       -0.781249999996581E-002
  -0.781249999996581E-002   0.156249999999316       -0.312499999998632E-001
   0.312499999998632E-001   0.937499999995897E-001   0.468749999997948E-001
  -0.109374999999521       -0.156249999999316E-001  -0.468749999997948E-001
   0.160156249999299       -0.351562499998461E-001   0.781249999996581E-001
   0.468749999997948E-001   0.117187499999487E-001  -0.117187499999487E-001
   0.781249999996581E-001  -0.781249999996581E-001  -0.624999999997264E-001
   0.624999999997264E-001  -0.156249999999316E-001   0.156249999999316E-001
   0.117187499999487E-001  -0.136718749999402       -0.156249999999316E-001
  -0.109374999999521        0.390624999998290E-002  -0.390624999998290E-002
   0.624999999997264E-001  -0.624999999997264E-001   0.218749999999043     
   0.312499999998632E-001   0.800781250000000E-001  -0.175781250000000E-001
   0.390625000000000E-001   0.234375000000000E-001   0.585937500000000E-002
  -0.585937500000000E-002   0.390625000000000E-001  -0.390625000000000E-001
  -0.312500000000000E-001   0.312500000000000E-001  -0.781250000000000E-002
   0.781250000000000E-002   0.585937500000000E-002  -0.683593750000000E-001
  -0.781250000000000E-002  -0.546875000000000E-001   0.195312500000000E-002
  -0.195312500000000E-002   0.312500000000000E-001  -0.312500000000000E-001
   0.109375000000000        0.156250000000000E-001   0.546875000000000E-001
  -0.781250000000000E-002  -0.312500000000000E-001   0.312500000000000E-001
  -0.234375000000000E-001  -0.234375000000000E-001  -0.312500000000000E-001
  -0.312500000000000E-001   0.312500000000000E-001   0.312500000000000E-001
  -0.234375000000000E-001   0.390625000000000E-001   0.312500000000000E-001
  -0.312500000000000E-001  -0.781250000000000E-002  -0.781250000000000E-002
   0.625000000000000E-001  -0.625000000000000E-001  -0.312500000000000E-001
   0.312500000000000E-001  -0.552427172800781E-001   0.331456303680469E-001
  -0.165728151840234E-001  -0.165728151840234E-001   0.441941738240625E-001
   0.441941738240625E-001   0.220970869120313E-001   0.220970869120313E-001
   0.110485434560156E-001  -0.773398041921094E-001  -0.552427172800781E-002
  -0.552427172800781E-002   0.110485434560156       -0.220970869120313E-001
   0.220970869120313E-001   0.662912607360938E-001   0.331456303680469E-001
  -0.773398041921094E-001  -0.110485434560156E-001  -0.331456303680469E-001
   0.165728151840234       -0.331456303680469E-001   0.497184455520703E-001
   0.165728151840234E-001  -0.132582521472188       -0.441941738240625E-001
  -0.662912607360938E-001  -0.220970869120313E-001  -0.331456303680469E-001
   0.773398041921094E-001   0.165728151840234E-001   0.552427172800781E-002
   0.331456303680469       -0.220970869120312E-001   0.662912607360938E-001
   0.662912607360938E-001   0.994368911041406E-001  -0.773398041921094E-001
  -0.331456303680469E-001  -0.331456303680469E-001   0.828640759201172E-001
